date,tournament,round,type,winner_name,winner_rank,winner_elo,loser_name,loser_rank,loser_elo
2022-08-26,BWF World Championships 2022,Quarter final,XD,Mark LAMSFUSS / Isabel LOHAU,12,2033,TANG Chun Man / TSE Ying Suet,7,2059
2022-08-26,BWF World Championships 2022,Quarter final,MS,Viktor AXELSEN,1,2671,Anthony Sinisuka GINTING,6,2334
2022-08-26,BWF World Championships 2022,Quarter final,WS,CHEN Yu Fei,4,2530,Michelle LI,13,2094
2022-08-26,BWF World Championships 2022,Quarter final,MS,Kunlavut VITIDSARN,17,2307,LOH Kean Yew,8,2248
2022-08-26,BWF World Championships 2022,Quarter final,MS,CHOU Tien Chen,4,2276,Jonatan CHRISTIE,7,2233
2022-08-26,BWF World Championships 2022,Quarter final,WD,Puttita SUPAJIRAKUL / Sapsiree TAERATTANACHAI,20,1946,ZHANG Shu Xian / ZHENG Si Wei,13,2060
2022-08-26,BWF World Championships 2022,Quarter final,MS,ZHAO Jun Peng,23,2199,PRANNOY H. S.,18,2270
2022-08-26,BWF World Championships 2022,Quarter final,WD,KIM So Yeong / KONG Hee Yong,4,2105,Nami MATSUYAMA / Chiharu SHIDA,5,2282
2022-08-26,BWF World Championships 2022,Quarter final,MD,Satwiksairaj RANKIREDDY / Chirag SHETTY,7,2109,Takuro HOKI / Yugo KOBAYASHI,2,2214
2022-08-26,BWF World Championships 2022,Quarter final,MD,Aaron CHIA / SOH Wooi Yik,6,2146,CHOI Sol Gyu / SEO Seung Jae,11,2056
2022-08-26,BWF World Championships 2022,Quarter final,MD,Hendra SETIAWAN / Mohammad AHSAN,3,2075,M.R. ARJUN / DHRUV KAPILA,35,1912
2022-08-26,BWF World Championships 2022,Quarter final,WD,Mayu MATSUMOTO / Wakana NAGAHARA,6,2130,LEE So Hee / SHIN Se Eum,3,2099
2022-08-26,BWF World Championships 2022,Quarter final,MD,Fajar ALFIAN / Muhammad Shohibul FIKRI,5,2230,Ben LANE / Sean VENDY,18,1928
2022-08-26,BWF World Championships 2022,Quarter final,WD,CHEN Qi Ming / JIA Yi Fan,1,2289,Jongkolphan KITITHARAKUL / Rawinda PRAJONGJAI,8,1993
2022-08-27,BWF World Championships 2022,Semi final,WS,Akane YAMAGUCHI,1,2414,AN Se Young,3,2449
2022-08-27,BWF World Championships 2022,Semi final,XD,ZHENG Si Wei / HUANG Dong Ping,2,2452,WANG Yi Lyu / HUANG Dong Ping,4,2260
2022-08-27,BWF World Championships 2022,Semi final,WS,CHEN Yu Fei,4,2534,TAI Tzu Ying,2,2538
2022-08-27,BWF World Championships 2022,Semi final,XD,Yuta WATANABE / Arisa IGAKI,3,2268,Mark LAMSFUSS / Isabel LOHAU,12,2063
2022-08-27,BWF World Championships 2022,Semi final,MS,Viktor AXELSEN,1,2678,CHOU Tien Chen,4,2300
2022-08-27,BWF World Championships 2022,Semi final,MS,Kunlavut VITIDSARN,17,2330,ZHAO Jun Peng,23,2232
2022-08-27,BWF World Championships 2022,Semi final,WD,KIM So Yeong / KONG Hee Yong,4,2146,Puttita SUPAJIRAKUL / Sapsiree TAERATTANACHAI,20,1985
2022-08-27,BWF World Championships 2022,Semi final,MD,Aaron CHIA / SOH Wooi Yik,6,2167,Satwiksairaj RANKIREDDY / Chirag SHETTY,7,2145
2022-08-27,BWF World Championships 2022,Semi final,WD,CHEN Qi Ming / JIA Yi Fan,1,2297,Mayu MATSUMOTO / Wakana NAGAHARA,6,2156
2022-08-27,BWF World Championships 2022,Semi final,MD,Hendra SETIAWAN / Mohammad AHSAN,3,2091,Fajar ALFIAN / Muhammad Shohibul FIKRI,5,2239
2022-08-28,BWF World Championships 2022,Final,XD,ZHENG Si Wei / HUANG Dong Ping,2,2466,Yuta WATANABE / Arisa IGAKI,3,2282
2022-08-28,BWF World Championships 2022,Final,WS,Akane YAMAGUCHI,1,2445,CHEN Yu Fei,4,2562
2022-08-28,BWF World Championships 2022,Final,MS,Viktor AXELSEN,1,2683,Kunlavut VITIDSARN,17,2350
2022-08-28,BWF World Championships 2022,Final,WD,CHEN Qi Ming / JIA Yi Fan,1,2314,KIM So Yeong / KONG Hee Yong,4,2162
2022-08-28,BWF World Championships 2022,Final,MD,Aaron CHIA / SOH Wooi Yik,6,2193,Hendra SETIAWAN / Mohammad AHSAN,3,2131
2022-12-07,BWF World Tour Finals 2022,Group A,XD,ZHENG Si Wei / HUANG Ya Qiong,3,2474,Thom GICQUEL / Delphine DELRUE,10,2023
2022-12-07,BWF World Tour Finals 2022,Group B,MD,Hendra SETIAWAN / Mohammad AHSAN,6,2015,Aaron CHIA / SOH Wooi Yik,4,2182
2022-12-07,BWF World Tour Finals 2022,Group B,MD,LIU Yu Chen / OU Xuan Yi,11,2080,Kim ASTRUP / Anders Skaarup RASMUSSEN,5,1983
2022-12-07,BWF World Tour Finals 2022,Group A,XD,Rinov RIVALDY / Pitha Haningtyas MENTARI,13,1907,GOH Soon Huat / LAI Shevon Jemie,11,2022
2022-12-07,BWF World Tour Finals 2022,Group A,MS,Viktor AXELSEN,1,2668,LU Guang Zu,17,2187
2022-12-07,BWF World Tour Finals 2022,Group A,MD,Takuro HOKI / Yugo KOBAYASHI,1,2090,ONG Yew Sin / TEO Ee Yi,8,2043
2022-12-07,BWF World Tour Finals 2022,Group A,MS,Kodai NARAOKA,14,2216,PRANNOY H. S.,12,2215
2022-12-07,BWF World Tour Finals 2022,Group B,MS,LOH Kean Yew,3,2287,CHOU Tien Chen,4,2277
2022-12-07,BWF World Tour Finals 2022,Group A,WS,Akane YAMAGUCHI,1,2502,AN Se Young,2,2478
2022-12-07,BWF World Tour Finals 2022,Group A,WD,Jongkolphan KITITHARAKUL / Rawinda PRAJONGJAI,6,2048,Benyapa AIMSAARD / Nuntakarn AIMSAARD,13,1966
2022-12-07,BWF World Tour Finals 2022,Group B,WS,Ratchanok INTANON,7,2362,Busanan ONGBAMRUNGPHAN,10,2169
2022-12-07,BWF World Tour Finals 2022,Group A,MD,Fajar ALFIAN / Muhammad Shohibul FIKRI,3,2206,CHOI Sol Gyu / KIM Won Ho,15,2017
2022-12-07,BWF World Tour Finals 2022,Group B,MS,Anthony Sinisuka GINTING,7,2298,Jonatan CHRISTIE,5,2213
2022-12-07,BWF World Tour Finals 2022,Group A,WS,Gregoria Mariska TUNJUNG,18,2161,CHEN Yu Fei,4,2459
2022-12-07,BWF World Tour Finals 2022,Group B,XD,TAN Kian Meng / LAI Pei Jing,8,1943,WANG Yi Lyu / HUANG Dong Ping,4,2239
2022-12-07,BWF World Tour Finals 2022,Group A,WD,JEONG Na Eun / KIM Hye Rin,5,2080,Vivian HO / LIM Chiew Sien,24,1702
2022-12-07,BWF World Tour Finals 2022,Group B,WD,Apriyani RAHAYU / Siti Fadia Silva RAMADHANTI,14,2131,Pearly TAN / THINAAH Muralitharan,9,2193
2022-12-07,BWF World Tour Finals 2022,Group B,WS,HE Bing Jiao,5,2490,TAI Tzu Ying,3,2464
2022-12-07,BWF World Tour Finals 2022,Group B,XD,Dechapol PUAVARANUKROH / Sapsiree TAERATTANACHAI,1,2268,Supak JOMKOH / Supissara PACHARAMONGKOL,12,1980
2022-12-07,BWF World Tour Finals 2022,Group B,WD,CHEN Qi Ming / JIA Yi Fan,1,2305,ZHANG .. / ZHENG Yu,7,2081
2022-12-08,BWF World Tour Finals 2022,Group B,MD,LIU Yu Chen / OU Xuan Yi,11,2099,Aaron CHIA / SOH Wooi Yik,4,2145
2022-12-08,BWF World Tour Finals 2022,Group B,WS,HE Bing Jiao,5,2514,Ratchanok INTANON,7,2374
2022-12-08,BWF World Tour Finals 2022,Group A,MS,Viktor AXELSEN,1,2671,Kodai NARAOKA,14,2241
2022-12-08,BWF World Tour Finals 2022,Group B,MD,Hendra SETIAWAN / Mohammad AHSAN,6,2053,Kim ASTRUP / Anders Skaarup RASMUSSEN,5,1964
2022-12-08,BWF World Tour Finals 2022,Group A,XD,Thom GICQUEL / Delphine DELRUE,10,2020,GOH Soon Huat / LAI Shevon Jemie,11,1987
2022-12-08,BWF World Tour Finals 2022,Group A,XD,ZHENG Si Wei / HUANG Ya Qiong,3,2478,Rinov RIVALDY / Pitha Haningtyas MENTARI,13,1944
2022-12-08,BWF World Tour Finals 2022,Group A,WD,JEONG Na Eun / KIM Hye Rin,5,2086,Jongkolphan KITITHARAKUL / Rawinda PRAJONGJAI,6,2068
2022-12-08,BWF World Tour Finals 2022,Group B,WS,TAI Tzu Ying,3,2441,Busanan ONGBAMRUNGPHAN,10,2156
2022-12-08,BWF World Tour Finals 2022,Group A,MS,LU Guang Zu,17,2184,PRANNOY H. S.,12,2190
2022-12-08,BWF World Tour Finals 2022,Group B,XD,Dechapol PUAVARANUKROH / Sapsiree TAERATTANACHAI,1,2276,TAN Kian Meng / LAI Pei Jing,8,1989
2022-12-08,BWF World Tour Finals 2022,Group A,WD,Benyapa AIMSAARD / Nuntakarn AIMSAARD,13,1946,Vivian HO / LIM Chiew Sien,24,1693
2022-12-08,BWF World Tour Finals 2022,Group B,MS,Jonatan CHRISTIE,5,2194,LOH Kean Yew,3,2311
2022-12-08,BWF World Tour Finals 2022,Group B,XD,WANG Yi Lyu / HUANG Dong Ping,4,2196,Supak JOMKOH / Supissara PACHARAMONGKOL,12,1972
2022-12-08,BWF World Tour Finals 2022,Group A,MD,Fajar ALFIAN / Muhammad Shohibul FIKRI,3,2219,Takuro HOKI / Yugo KOBAYASHI,1,2113
2022-12-08,BWF World Tour Finals 2022,Group A,MD,ONG Yew Sin / TEO Ee Yi,8,2020,CHOI Sol Gyu / KIM Won Ho,15,2004
2022-12-08,BWF World Tour Finals 2022,Group B,MS,Anthony Sinisuka GINTING,7,2318,CHOU Tien Chen,4,2253
2022-12-08,BWF World Tour Finals 2022,Group B,WD,ZHANG .. / ZHENG Yu,7,2069,Apriyani RAHAYU / Siti Fadia Silva RAMADHANTI,14,2161
2022-12-08,BWF World Tour Finals 2022,Group A,WS,CHEN Yu Fei,4,2416,Akane YAMAGUCHI,1,2525
2022-12-08,BWF World Tour Finals 2022,Group B,WD,CHEN Qi Ming / JIA Yi Fan,1,2315,Pearly TAN / THINAAH Muralitharan,9,2163
2022-12-08,BWF World Tour Finals 2022,Group A,WS,AN Se Young,2,2454,Gregoria Mariska TUNJUNG,18,2204
2022-12-09,BWF World Tour Finals 2022,Group B,MD,LIU Yu Chen / OU Xuan Yi,11,2128,Hendra SETIAWAN / Mohammad AHSAN,6,2073
2022-12-09,BWF World Tour Finals 2022,Group B,WS,TAI Tzu Ying,3,2449,Ratchanok INTANON,7,2359
2022-12-09,BWF World Tour Finals 2022,Group B,MD,Kim ASTRUP / Anders Skaarup RASMUSSEN,5,1944,Aaron CHIA / SOH Wooi Yik,4,2116
2022-12-09,BWF World Tour Finals 2022,Group A,XD,Rinov RIVALDY / Pitha Haningtyas MENTARI,13,1942,Thom GICQUEL / Delphine DELRUE,10,2044
2022-12-09,BWF World Tour Finals 2022,Group B,WS,HE Bing Jiao,5,2529,Busanan ONGBAMRUNGPHAN,10,2148
2022-12-09,BWF World Tour Finals 2022,Group A,MS,Kodai NARAOKA,14,2237,LU Guang Zu,17,2210
2022-12-09,BWF World Tour Finals 2022,Group A,XD,ZHENG Si Wei / HUANG Ya Qiong,3,2480,GOH Soon Huat / LAI Shevon Jemie,11,1963
2022-12-09,BWF World Tour Finals 2022,Group A,MS,PRANNOY H. S.,12,2164,Viktor AXELSEN,1,2675
2022-12-09,BWF World Tour Finals 2022,Group A,MD,CHOI Sol Gyu / KIM Won Ho,15,1979,Takuro HOKI / Yugo KOBAYASHI,1,2095
2022-12-09,BWF World Tour Finals 2022,Group B,XD,Dechapol PUAVARANUKROH / Sapsiree TAERATTANACHAI,1,2285,WANG Yi Lyu / HUANG Dong Ping,4,2207
2022-12-09,BWF World Tour Finals 2022,Group B,XD,TAN Kian Meng / LAI Pei Jing,8,1981,Supak JOMKOH / Supissara PACHARAMONGKOL,12,1960
2022-12-09,BWF World Tour Finals 2022,Group B,MS,Anthony Sinisuka GINTING,7,2338,LOH Kean Yew,3,2278
2022-12-09,BWF World Tour Finals 2022,Group A,MD,ONG Yew Sin / TEO Ee Yi,8,2045,Fajar ALFIAN / Muhammad Shohibul FIKRI,3,2237
2022-12-09,BWF World Tour Finals 2022,Group A,WD,Benyapa AIMSAARD / Nuntakarn AIMSAARD,13,1956,JEONG Na Eun / KIM Hye Rin,5,2110
2022-12-09,BWF World Tour Finals 2022,Group A,WD,Jongkolphan KITITHARAKUL / Rawinda PRAJONGJAI,6,2043,Vivian HO / LIM Chiew Sien,24,1678
2022-12-09,BWF World Tour Finals 2022,Group B,MS,Jonatan CHRISTIE,5,2227,CHOU Tien Chen,4,2232
2022-12-09,BWF World Tour Finals 2022,Group B,WD,ZHANG .. / ZHENG Yu,7,2102,Pearly TAN / THINAAH Muralitharan,9,2148
2022-12-09,BWF World Tour Finals 2022,Group A,WS,CHEN Yu Fei,4,2449,AN Se Young,2,2464
2022-12-09,BWF World Tour Finals 2022,Group A,WS,Akane YAMAGUCHI,1,2492,Gregoria Mariska TUNJUNG,18,2194
2022-12-09,BWF World Tour Finals 2022,Group B,WD,CHEN Qi Ming / JIA Yi Fan,1,2330,Apriyani RAHAYU / Siti Fadia Silva RAMADHANTI,14,2129
2022-12-10,BWF World Tour Finals 2022,Semi final,XD,Dechapol PUAVARANUKROH / Sapsiree TAERATTANACHAI,1,2304,Rinov RIVALDY / Pitha Haningtyas MENTARI,13,1977
2022-12-10,BWF World Tour Finals 2022,Semi final,MS,Viktor AXELSEN,1,2627,Kodai NARAOKA,14,2260
2022-12-10,BWF World Tour Finals 2022,Semi final,XD,ZHENG Si Wei / HUANG Ya Qiong,3,2480,TAN Kian Meng / LAI Pei Jing,8,2006
2022-12-10,BWF World Tour Finals 2022,Semi final,MS,Anthony Sinisuka GINTING,7,2359,Jonatan CHRISTIE,5,2253
2022-12-10,BWF World Tour Finals 2022,Semi final,MD,LIU Yu Chen / OU Xuan Yi,11,2150,Fajar ALFIAN / Muhammad Shohibul FIKRI,3,2199
2022-12-10,BWF World Tour Finals 2022,Semi final,WS,TAI Tzu Ying,3,2468,HE Bing Jiao,5,2534
2022-12-10,BWF World Tour Finals 2022,Semi final,MD,Hendra SETIAWAN / Mohammad AHSAN,6,2051,ONG Yew Sin / TEO Ee Yi,8,2084
2022-12-10,BWF World Tour Finals 2022,Semi final,WS,Akane YAMAGUCHI,1,2500,CHEN Yu Fei,4,2475
2022-12-10,BWF World Tour Finals 2022,Semi final,WD,Benyapa AIMSAARD / Nuntakarn AIMSAARD,13,1994,JEONG Na Eun / KIM Hye Jeong,5,2074
2022-12-10,BWF World Tour Finals 2022,Semi final,WD,CHEN Qi Ming / JIA Yi Fan,1,2342,ZHANG .. / ZHENG Yu,7,2131
2022-12-11,BWF World Tour Finals 2022,Final,XD,ZHENG Si Wei / HUANG Ya Qiong,3,2483,Dechapol PUAVARANUKROH / Sapsiree TAERATTANACHAI,1,2311
2022-12-11,BWF World Tour Finals 2022,Final,MS,Viktor AXELSEN,1,2633,Anthony Sinisuka GINTING,7,2378
2022-12-11,BWF World Tour Finals 2022,Final,WD,CHEN Qi Ming / JIA Yi Fan,1,2355,Benyapa AIMSAARD / Nuntakarn AIMSAARD,13,2029
2022-12-11,BWF World Tour Finals 2022,Final,MD,LIU Yu Chen / OU Xuan Yi,11,2181,Hendra SETIAWAN / Mohammad AHSAN,6,2081
2022-12-11,BWF World Tour Finals 2022,Final,WS,Akane YAMAGUCHI,1,2525,TAI Tzu Ying,3,2499
2023-01-10,Malaysia_Open_2023,Round 1,MD,LEE Yang / WANG Chang,12,2017,Takuro HOKI / Yugo KOBAYASHI,4,2061
2023-01-10,Malaysia_Open_2023,Round 1,MD,Fajar ALFIAN / Muhammad Shohibul FIKRI,1,2168,Christo POPOV / Toma Junior POPOV,33,1622
2023-01-10,Malaysia_Open_2023,Round 1,MD,Hendra SETIAWAN / Mohammad AHSAN,2,2061,HE Ji Ting / ZHOU Hao Dong,20,1941
2023-01-10,Malaysia_Open_2023,Round 1,MS,Viktor AXELSEN,1,2643,Rasmus GEMKE,21,2208
2023-01-10,Malaysia_Open_2023,Round 1,MS,CHOU Tien Chen,5,2206,SHI Yu Qi,34,2309
2023-01-10,Malaysia_Open_2023,Round 1,WD,JEONG Na Eun / KIM Hye Rin,3,2040,Chloe COBB / Lauren SMITH,95,1794
2023-01-10,Malaysia_Open_2023,Round 1,WD,Benyapa AIMSAARD / Nuntakarn AIMSAARD,9,2022,Linda EFLER / Isabel LOHAU,26,1626
2023-01-10,Malaysia_Open_2023,Round 1,MS,Kanta TSUNEYAMA,26,2144,LEE Cheuk Yiu,14,2128
2023-01-10,Malaysia_Open_2023,Round 1,WS,Mia BLICHFELDT,31,1995,KIM Ga Eun,20,2047
2023-01-10,Malaysia_Open_2023,Round 1,MD,Mark LAMSFUSS / Marvin SEIDEL,16,1921,Ruben JILLE / Ties VAN DER LECQ,28,1735
2023-01-10,Malaysia_Open_2023,Round 1,MD,LU Ching Yao / YANG Po Hsuan,15,2037,Alexander DUNN / Adam HALL,25,1839
2023-01-10,Malaysia_Open_2023,Round 1,XD,GOH Soon Huat / LAI Shevon Jemie,7,1963,CHANG Tak Ching / LEE Chih Chen,54,1746
2023-01-10,Malaysia_Open_2023,Round 1,XD,Thom GICQUEL / Delphine DELRUE,5,2010,Rinov RIVALDY / Pitha Haningtyas MENTARI,9,1969
2023-01-10,Malaysia_Open_2023,Round 1,MD,ONG Yew Sin / TEO Ee Yi,7,2054,REN Xiang Yu / TAN Qiang,27,1801
2023-01-10,Malaysia_Open_2023,Round 1,MD,Pramudya KUSUMAWARDANA / Yeremia Erich Yoche Yacob RAMBITAN,24,2010,KO Sung Hyun / SHIN Baek Cheol,,1949
2023-01-10,Malaysia_Open_2023,Round 1,WD,Treesa JOLLY / GAYATRI GOPICHAND,16,1832,YEUNG .. / YEUNG Pak Hon,28,1720
2023-01-10,Malaysia_Open_2023,Round 1,MS,Anders ANTONSEN,30,2195,WENG Hong Yang,27,2009
2023-01-10,Malaysia_Open_2023,Round 1,WD,Apriyani RAHAYU / Siti Fadia Silva RAMADHANTI,11,2117,LEE Chia.. / TENG Chun Hsun,32,1835
2023-01-10,Malaysia_Open_2023,Round 1,WD,Gabriela STOEVA / Stefani STOEVA,14,1876,Pearly TAN / THINAAH Muralitharan,6,2119
2023-01-10,Malaysia_Open_2023,Round 1,MD,KANG Min Hyuk / SEO Seung Jae,18,1935,Krishna Prasad GARAGA / Vishnuvardhan Goud PANJALA,32,1649
2023-01-10,Malaysia_Open_2023,Round 1,WD,KIM So Yeong / KONG Hee Yong,7,2103,Rin IWANAGA / Kie NAKANISHI,22,1834
2023-01-10,Malaysia_Open_2023,Round 1,XD,HOO Pang Ron / TEOH Mei Xing,157,1617,Kyohei YAMASHITA / Naru SHINOYA,16,1881
2023-01-10,Malaysia_Open_2023,Round 1,MS,Anthony Sinisuka GINTING,4,2368,NG Ka Long Angus,15,2120
2023-01-10,Malaysia_Open_2023,Round 1,WS,HAN Yue,11,2227,Saina NEHWAL,30,1868
2023-01-10,Malaysia_Open_2023,Round 1,WS,Aya OHORI,36,1961,SIM Yu Jin,49,1913
2023-01-10,Malaysia_Open_2023,Round 1,MS,Jonatan CHRISTIE,3,2234,WANG Tzu Wei,18,2078
2023-01-10,Malaysia_Open_2023,Round 1,WS,Akane YAMAGUCHI,1,2550,Line Højmark KJAERSFELDT,16,2029
2023-01-10,Malaysia_Open_2023,Round 1,WS,HSU Wen Chi,23,1914,AAKARSHI KASHYAP,32,1824
2023-01-10,Malaysia_Open_2023,Round 1,XD,Dejan FERDINANSYAH / Gloria Emanuelle WIDJAJA,19,1892,Robin TABELING / Selena PIEK,11,1991
2023-01-10,Malaysia_Open_2023,Round 1,XD,ZHENG Si Wei / HUANG Ya Qiong,1,2498,YANG Po Hsuan / HU Ling Fang,43,1744
2023-01-10,Malaysia_Open_2023,Round 1,MS,LIEW Daren,31,1945,Toma Junior POPOV,23,2012
2023-01-10,Malaysia_Open_2023,Round 1,WS,TAI Tzu Ying,3,2474,Clara AZURMENDI,53,1749
2023-01-10,Malaysia_Open_2023,Round 1,XD,KIM Won Ho / JEONG Na Eun,23,1841,Mathias THYRRI / Alexandra BOE,14,1940
2023-01-10,Malaysia_Open_2023,Round 1,WS,Busanan ONGBAMRUNGPHAN,10,2143,Kirsty GILMOUR,17,1969
2023-01-10,Malaysia_Open_2023,Round 1,MS,Kenta NISHIMOTO,17,2203,KIDAMBI Srikanth,13,2187
2023-01-10,Malaysia_Open_2023,Round 1,WD,Febriana Dwipuji KUSUMA / Amallia Cahaya PRATIWI,19,1792,Margot LAMBERT / Anne TRAN,27,1738
2023-01-10,Malaysia_Open_2023,Round 1,XD,TANG Chun Man / TSE Ying Suet,26,2030,Adam HALL / Julie MACPHERSON,21,1738
2023-01-10,Malaysia_Open_2023,Round 1,WD,CHEN Qi Ming / JIA Yi Fan,1,2362,Debora JILLE / Cheryl SEINEN,23,1715
2023-01-10,Malaysia_Open_2023,Round 1,WS,Gregoria Mariska TUNJUNG,15,2187,HE Bing Jiao,5,2502
2023-01-10,Malaysia_Open_2023,Round 1,XD,WANG Yi Lyu / HUANG Dong Ping,2,2187,Mark LAMSFUSS / Isabel LOHAU,8,2008
2023-01-11,Malaysia_Open_2023,Round 1,MS,Kodai NARAOKA,7,2255,LEE Zii Jia,2,2276
2023-01-11,Malaysia_Open_2023,Round 1,MD,Marcus Fernaldi GIDEON / Kevin Sanjaya SUKAMULJO,23,2145,MAN Wei Chong / TEE Kai Wun,19,1836
2023-01-11,Malaysia_Open_2023,Round 1,MD,LIANG Wei Keng / WANG Chang,17,2057,GOH Sze Fei / Nur IZZUDDIN,10,1918
2023-01-11,Malaysia_Open_2023,Round 1,MD,Leo Rolly CARNANDO / Daniel MARTHIN,14,2053,Akira KOGA / Taichi SAITO,26,1865
2023-01-11,Malaysia_Open_2023,Round 1,MS,NG Tze Yong,25,2111,Nhat NGUYEN,28,1873
2023-01-11,Malaysia_Open_2023,Round 1,WS,WANG Zhi Yi,8,2237,ZHANG Yi Man,18,2034
2023-01-11,Malaysia_Open_2023,Round 1,MD,Aaron CHIA / SOH Wooi Yik,3,2078,LEE Jhe-Huei / YANG Po Hsuan,38,1923
2023-01-11,Malaysia_Open_2023,Round 1,MD,Kim ASTRUP / Anders Skaarup RASMUSSEN,8,1984,Keiichiro MATSUI / Yoshinori TAKEUTI,31,1703
2023-01-11,Malaysia_Open_2023,Round 1,WD,JIN Yu Jia / WONG Jia Lin,29,1744,Julie MACPHERSON / Ciara TORRANCE,31,1709
2023-01-11,Malaysia_Open_2023,Round 1,WS,PAI Yu Po,37,1931,ZHANG Beiwen,24,2026
2023-01-11,Malaysia_Open_2023,Round 1,MD,LIU Yu Chen / OU Xuan Yi,6,2201,Ben LANE / Sean VENDY,13,1991
2023-01-11,Malaysia_Open_2023,Round 1,WD,Supissara PACHARAMONGKOL / Puttita SUPAJIRAKUL,30,1818,Ashwini BHAT K / Shikha GAUTAM,36,1687
2023-01-11,Malaysia_Open_2023,Round 1,WS,Carolina MARIN,9,2323,PUSARLA V. Sindhu,7,2377
2023-01-11,Malaysia_Open_2023,Round 1,MD,Muhammad Shohibul FIKRI / Bagas MAULANA,11,1908,Supak JOMKOH / Kittinupong KEDREN,35,1742
2023-01-11,Malaysia_Open_2023,Round 1,WS,Pornpawee CHOCHUWONG,12,2199,YEO Jia Min,34,1948
2023-01-11,Malaysia_Open_2023,Round 1,WD,LI Wen Mei / LIU Xuan Xuan,,1776,NG Tsz Yau / TSANG Hiu Yan,55,1744
2023-01-11,Malaysia_Open_2023,Round 1,MS,Chico Aura DWI WARDOYO,19,2064,Hans-Kristian Solberg VITTINGHUS,39,1982
2023-01-11,Malaysia_Open_2023,Round 1,XD,Rehan Naufal KUSHARJANTO / Lisa Ayu KUSUMAWATI,12,1978,CHAN Peng Soon / GOH Liu Ying,,1752
2023-01-11,Malaysia_Open_2023,Round 1,XD,CHEN Tang Jie / TOH Ee Wei,147,1781,TAN Kian Meng / LAI Pei Jing,6,2002
2023-01-11,Malaysia_Open_2023,Round 1,MD,Satwiksairaj RANKIREDDY / Chirag SHETTY,5,2181,CHOI Sol Gyu / KIM Won Ho,9,2014
2023-01-11,Malaysia_Open_2023,Round 1,MS,LOH Kean Yew,6,2257,LI Shi Feng,20,2068
2023-01-11,Malaysia_Open_2023,Round 1,MS,PRANNOY H. S.,8,2212,Lakshya SEN,10,2195
2023-01-11,Malaysia_Open_2023,Round 1,WD,Srivedya GURAZADA / Ishika JAISWAL,38,1543,Clara AZURMENDI / Beatriz CORRALES,43,1536
2023-01-11,Malaysia_Open_2023,Round 1,WS,Michelle LI,14,2113,Line CHRISTOPHERSEN,29,1862
2023-01-11,Malaysia_Open_2023,Round 1,WD,GO Pei Kee / TEOH Mei Xing,193,1558,Vivian HO / LIM Chiew Sien,15,1668
2023-01-11,Malaysia_Open_2023,Round 1,WD,DU Yue / XIA Yu Ting,,1776,LEE So Hee / SHIN Se..,10,2036
2023-01-11,Malaysia_Open_2023,Round 1,MS,Kantaphon WANGCHAROEN,32,1910,Brian YANG,22,1988
2023-01-11,Malaysia_Open_2023,Round 1,WD,BAEK Ha Na / LEE Yu Lim,20,1992,Jongkolphan KITITHARAKUL / Rawinda PRAJONGJAI,5,2049
2023-01-11,Malaysia_Open_2023,Round 1,MS,ZHAO Jun Peng,12,2130,LU Guang Zu,11,2186
2023-01-11,Malaysia_Open_2023,Round 1,XD,HEE Yong KWON / TAN Wei Qiang,13,1917,Jones Ralfy JANSEN / Linda EFLER,24,1681
2023-01-11,Malaysia_Open_2023,Round 1,WS,AN Se Young,4,2438,Malvika BANSOD,28,1749
2023-01-11,Malaysia_Open_2023,Round 1,XD,Yuta WATANABE / Arisa IGAKI,4,2261,Gregory MAIRS / Jenny MAINZER,29,1787
2023-01-11,Malaysia_Open_2023,Round 1,XD,Yuki KANEKO / Misaki MATSUTOMO,15,1932,Zachariah Josiahno SUMITRO / Hediana JULIMARBELA,32,1778
2023-01-11,Malaysia_Open_2023,Round 1,MS,Kunlavut VITIDSARN,9,2268,Shesar Hiren RHUSTAVITO,24,2128
2023-01-11,Malaysia_Open_2023,Round 1,XD,Dechapol PUAVARANUKROH / Sapsiree TAERATTANACHAI,3,2296,Supak JOMKOH / Supissara PACHARAMONGKOL,10,1935
2023-01-11,Malaysia_Open_2023,Round 1,WD,ZHANG .. / ZHENG Yu,4,2119,Yuki FUKUSHIMA / Sayaka HIROTA,12,2069
2023-01-11,Malaysia_Open_2023,Round 1,WS,GOH Jin Wei,33,1957,Yvonne LI,26,1884
2023-01-11,Malaysia_Open_2023,Round 1,XD,YE Hong / LEE Chia Hsin,27,1772,LEE Jhe-Huei / HSU Ya Ching,50,1692
2023-01-11,Malaysia_Open_2023,Round 1,WS,CHEN Yu Fei,2,2450,Nozomi OKUHARA,13,2210
2023-01-11,Malaysia_Open_2023,Round 1,XD,SEO Seung Jae / CHAE Yu Jung,17,2108,LEE Chun Hei / NG Tsz Yau,22,1828
2023-01-12,Malaysia_Open_2023,Round 2,MD,Kim ASTRUP / Anders Skaarup RASMUSSEN,8,1992,Leo Rolly CARNANDO / Daniel MARTHIN,14,2066
2023-01-12,Malaysia_Open_2023,Round 2,MD,LIANG Wei Keng / WANG Chang,17,2073,Marcus Fernaldi GIDEON / Kevin Sanjaya SUKAMULJO,23,2152
2023-01-12,Malaysia_Open_2023,Round 2,WD,JIN Yu Jia / WONG Jia Lin,29,1777,Supissara PACHARAMONGKOL / Puttita SUPAJIRAKUL,30,1838
