date,tournament,round,type,winner_name,winner_rank,winner_elo,loser_name,loser_rank,loser_elo
2025-03-16,All England Open 2025,Final,MS,SHI Yu Qi,1,2533,LEE Chia Hao,22,2167
2025-03-16,All England Open 2025,Final,WD,Nami MATSUYAMA / Chiharu SHIDA,3,2280,Yuki FUKUSHIMA / Mayu MATSUMOTO,24,2175
2025-03-16,All England Open 2025,Final,XD,GUO Xin Wa / CHEN Fang Hui,7,2143,FENG Yan Zhe / WEI Ya Xin,,2084
2025-06-03,Indonesia Open 2025,Round 1,MD,GOH Sze Fei / Nur IZZUDDIN,1,2130,LEE Fang Jen / LEE Fang Chih,21,1855
2025-06-03,Indonesia Open 2025,Round 1,MD,Junaidi ARIFFIN / YAP Roy King,23,1899,Eloi ADAM / Leo ROSSI,42,1803
2025-06-03,Indonesia Open 2025,Round 1,WS,Akane YAMAGUCHI,3,2373,Line Højmark KJAERSFELDT,16,2012
2025-06-03,Indonesia Open 2025,Round 1,WS,SUNG Shuo Yun,20,1872,ZHANG Beiwen,19,2155
2025-06-03,Indonesia Open 2025,Round 1,MS,Rasmus GEMKE,28,2029,Kodai NARAOKA,6,2218
2025-06-03,Indonesia Open 2025,Round 1,MD,Nur Mohd Azriyn Ayub / TAN Wee Kiong,28,1753,XIE Hao Nan / ZENG Wei Han,29,1887
2025-06-03,Indonesia Open 2025,Round 1,MS,WANG Zheng Xing,30,1974,Kenta NISHIMOTO,13,2171
2025-06-03,Indonesia Open 2025,Round 1,WD,JIA Yi Fan / ZHANG Shu Xian,8,2179,HU Ling Fang / JHENG Yu Chieh,25,1722
2025-06-03,Indonesia Open 2025,Round 1,MD,Satwiksairaj RANKIREDDY / Chirag SHETTY,22,2153,Leo Rolly CARNANDO / Bagas MAULANA,10,2037
2025-06-03,Indonesia Open 2025,Round 1,WD,BAEK Ha Na / LEE So Hee,3,2155,HSU Yin-Hui / LIN Jhih Yong,16,1777
2025-06-03,Indonesia Open 2025,Round 1,MD,Sabar Karyaman GUTAMA / Moh Reza Pahlevi ISFAHANI,8,2011,LEE Jhe-Huei / YANG Po Hsuan,15,1917
2025-06-03,Indonesia Open 2025,Round 1,MD,MAN Wei Chong / TEE Kai Wun,7,2104,CHEN Zhi Xian / Presley SHIN Jian Da,33,1832
2025-06-03,Indonesia Open 2025,Round 1,MS,Anders ANTONSEN,3,2292,CHI Yu Jen,31,2023
2025-06-03,Indonesia Open 2025,Round 1,MS,Jonatan CHRISTIE,5,2315,Jia Heng Jason TEH,24,2038
2025-06-03,Indonesia Open 2025,Round 1,WD,Febriana Dwipuji KUSUMA / Amallia Cahaya PRATIWI,10,1954,Paulina CHALUPSKA / Kornelia MARCHEWKA,43,1613
2025-06-03,Indonesia Open 2025,Round 1,WD,Siti Sarah AZZAHRA / Agnia Sri RAHAYU,46,1690,Julie MACPHERSON / Ciara TORRANCE,40,1622
2025-06-03,Indonesia Open 2025,Round 1,MS,Yushi TANAKA,22,2024,NG Ka Long Angus,23,2084
2025-06-03,Indonesia Open 2025,Round 1,XD,Thom GICQUEL / Delphine DELRUE,10,2001,Rehan Naufal KUSHARJANTO / Gloria Emanuelle WIDJAJA,22,1926
2025-06-03,Indonesia Open 2025,Round 1,MS,Alwi FARHAN,29,2110,PRANNOY H. S.,33,2002
2025-06-03,Indonesia Open 2025,Round 1,XD,CHENG Chi Ya / ZHANG Chi,11,1974,GUO Xin Wa / CHEN Fang Hui,7,2071
2025-06-03,Indonesia Open 2025,Round 1,MS,LEE Cheuk Yiu,21,2112,Koki WATANABE,16,2201
2025-06-03,Indonesia Open 2025,Round 1,WS,Pornpawee CHOCHUWONG,8,2286,CHIU Pin-Chian,27,1886
2025-06-03,Indonesia Open 2025,Round 1,XD,HEE Yong KWON / JIN Yu Jia,27,1593,Rinov RIVALDY / Pitha Haningtyas MENTARI,33,1981
2025-06-03,Indonesia Open 2025,Round 1,WD,Apriyani RAHAYU / Febi SETIANINGRUM,125,1842,CHANG Tak Ching / YANG Ching Tun,18,1682
2025-06-03,Indonesia Open 2025,Round 1,WS,Supanida KATETHONG,9,2114,Rakshita Sree Santosh RAMRAJ,43,1791
2025-06-03,Indonesia Open 2025,Round 1,WS,Putri Kusuma WARDANI,12,2172,Malvika BANSOD,23,1900
2025-06-03,Indonesia Open 2025,Round 1,WS,KIM Ga Eun,22,2189,Anupama UPADHYAYA,42,1769
2025-06-03,Indonesia Open 2025,Round 1,WS,PUSARLA V. Sindhu,21,2045,Nozomi OKUHARA,47,2067
2025-06-03,Indonesia Open 2025,Round 1,XD,Jafar HIDAYATULLAH / Felisha Alberta SI,15,1980,WONG Tien Ci / LIM Chiew Sien,35,1655
2025-06-03,Indonesia Open 2025,Round 1,XD,Hiroki MIDORIKAWA / Natsu SAITO,9,2022,CHEN Ching Chen / HSU Yin-Hui,19,1770
2025-06-03,Indonesia Open 2025,Round 1,WD,LIU Sheng Shu / TAN Ning,1,2330,Ornnicha JONGSATHAPORNPARN / Sukitta SUWACHAI,28,1554
2025-06-03,Indonesia Open 2025,Round 1,MS,SHI Yu Qi,2,2479,Lakshya SEN,18,2128
2025-06-03,Indonesia Open 2025,Round 1,WD,HSIEH Pei Lan / HUNG En-Tzu,13,1895,Meilysa Trias PUSPITASARI / Rachel Allessya ROSE,31,1823
2025-06-03,Indonesia Open 2025,Round 1,XD,FENG Yan Zhe / WEI Ya Xin,48,2084,Presley SHIN Jian Da / Jennie GAI,40,1783
2025-06-03,Indonesia Open 2025,Round 1,XD,Ruttanapon KETSAOPAR / Jhenicha SUDJAIPRAPARAT,18,1843,YANG Po Hsuan / HU Ling Fang,12,1811
2025-06-03,Indonesia Open 2025,Round 1,WS,AN Se Young,1,2699,Busanan ONGBAMRUNGPHAN,13,2028
2025-06-04,Indonesia Open 2025,Round 1,MS,LI Shi Feng,4,2323,Brian YANG,34,1867
2025-06-04,Indonesia Open 2025,Round 1,MS,LEONG Jun Hao,25,2143,Chico Aura DWI WARDOYO,44,1942
2025-06-04,Indonesia Open 2025,Round 1,MD,KIM Won Ho / SEO Seung Jae,6,2177,CHEN Zhi Xian / LIN Yu Chieh,36,1734
2025-06-04,Indonesia Open 2025,Round 1,MD,Takumi NOMURA / Yuichi SHIMABUKURO,35,1811,Kenya MITSUI / Hiroki OKAMURA,25,1821
2025-06-04,Indonesia Open 2025,Round 1,WS,Kirsty GILMOUR,28,1930,GOH Jin Wei,49,1865
2025-06-04,Indonesia Open 2025,Round 1,MD,Rasmus KJÆR / Frederik SØGAARD,16,1921,Aaron CHIA / SOH Wooi Yik,3,2263
2025-06-04,Indonesia Open 2025,Round 1,WD,Treesa JOLLY / GAYATRI GOPICHAND,12,1942,Polina BUHROVA / Yevheniia KANTEMYR,19,1590
2025-06-04,Indonesia Open 2025,Round 1,WD,LI Yi jing / LUO Xu Min,6,2022,TENG Chun Hsun / YANG Ching Tun,32,1805
2025-06-04,Indonesia Open 2025,Round 1,WD,KIM Hye Rin / KONG Hee Yong,7,2184,Lauren LAM / Allison Qu..,64,1876
2025-06-04,Indonesia Open 2025,Round 1,WS,WANG Zhi Yi,2,2469,HSU Wen Chi,25,2027
2025-06-04,Indonesia Open 2025,Round 1,WD,Pearly TAN / THINAAH Muralitharan,4,2112,SUNG Shuo Yun / YU Chien Hui,15,1669
2025-06-04,Indonesia Open 2025,Round 1,MD,CHEN Bo Yang / LIU Yi,13,2015,Hiroki MIDORIKAWA / Kyohei YAMASHITA,30,1875
2025-06-04,Indonesia Open 2025,Round 1,WD,ONG Xin Yee / Carmen TING,47,1584,Isyana Syahira MEIDA / Rinjani Kwinara NASTINE,59,1687
2025-06-04,Indonesia Open 2025,Round 1,MD,Dechapol PUAVARANUKROH / Kittinupong KEDREN,14,2008,Christo POPOV / Toma Junior POPOV,17,1966
2025-06-04,Indonesia Open 2025,Round 1,XD,Amri SYAHNAWI / Nita Violina MARWAH,25,1885,LU Ming Yang / HUNG En-Tzu,28,1757
2025-06-04,Indonesia Open 2025,Round 1,WD,YEUNG .. / YEUNG Pak Hon,14,1816,Arlya Nabila Thesa MUNGGARAN / Az Zahra Ditya RAMADHANI,55,1692
2025-06-04,Indonesia Open 2025,Round 1,MD,Takuro HOKI / Yugo KOBAYASHI,19,2065,CHOONG Hon Jian / Muhammad Shohibul FIKRI,39,1808
2025-06-04,Indonesia Open 2025,Round 1,MD,Fajar ALFIAN / Muhammad Shohibul FIKRI,5,2047,Daniel LUNDGAARD / Mads VESTERGAARD,27,1863
2025-06-04,Indonesia Open 2025,Round 1,XD,GOH Soon Huat / LAI Shevon Jemie,5,2029,Phuwana.. / Sapsiree TAERATTANACHAI,112,1753
2025-06-04,Indonesia Open 2025,Round 1,MD,Kim ASTRUP / Anders Skaarup RASMUSSEN,2,2098,CHIU Hsiang Chieh / WANG Chang,18,1933
2025-06-04,Indonesia Open 2025,Round 1,WD,Yuki FUKUSHIMA / Mayu MATSUMOTO,9,2130,Gronya SOMERVILLE / Angela YU,61,1788
2025-06-04,Indonesia Open 2025,Round 1,WD,Rin IWANAGA / Kie NAKANISHI,5,2146,Jackie D.. / Crystal LAI,36,1683
2025-06-04,Indonesia Open 2025,Round 1,MS,Alex LANIER,8,2299,WENG Hong Yang,12,2196
2025-06-04,Indonesia Open 2025,Round 1,WS,LIN Hsiang Ti,29,1931,Komang Ayu Cahya DEWI,36,1859
2025-06-04,Indonesia Open 2025,Round 1,WD,Lanny Tria MAYASARI / Siti Fadia Silva RAMADHANTI,20,1981,GO Pei Kee / TEOH Mei Xing,23,1835
2025-06-04,Indonesia Open 2025,Round 1,MS,LOH Kean Yew,10,2277,Kiran GEORGE,37,1951
2025-06-04,Indonesia Open 2025,Round 1,XD,Jesper TOFT / Amalie MAGELUND,8,2020,Alexander DUNN / Julie MACPHERSON,21,1770
2025-06-04,Indonesia Open 2025,Round 1,MS,Kunlavut VITIDSARN,1,2490,WANG Tzu Wei,26,2094
2025-06-04,Indonesia Open 2025,Round 1,WS,HAN Yue,4,2342,YEO Jia Min,11,2185
2025-06-04,Indonesia Open 2025,Round 1,WS,GAO Fang jie,14,2226,Polina BUHROVA,44,1699
2025-06-04,Indonesia Open 2025,Round 1,WS,Tomoka MIYAZAKI,7,2161,Michelle LI,18,2078
2025-06-04,Indonesia Open 2025,Round 1,XD,Yuichi SHIMABUKURO / Sayaka HIROTA,24,1812,Rohan KAPOOR / GADDE Ruthvika Shivani,29,1712
2025-06-04,Indonesia Open 2025,Round 1,MS,LEE Chia Hao,19,2090,LU Guang Zu,11,2318
2025-06-04,Indonesia Open 2025,Round 1,MD,LIANG Wei Keng / WANG Chang,4,2140,ONG Yew Sin / TEO Ee Yi,32,1849
2025-06-04,Indonesia Open 2025,Round 1,MS,CHOU Tien Chen,7,2101,LIN Chun-Yi,14,2277
2025-06-04,Indonesia Open 2025,Round 1,WS,CHEN Yu Fei,5,2656,Pornpicha CHOEIKEEWONG,32,1973
2025-06-04,Indonesia Open 2025,Round 1,WS,Natsuki NIDAIRA,17,2071,NGUYEN Thuy Linh,24,2033
2025-06-04,Indonesia Open 2025,Round 1,XD,Sathish Kumar KARUNAKARAN / Aadya VARIYATH,37,1652,YE Hong / Nicole Gonzales CHAN,16,1951
2025-06-04,Indonesia Open 2025,Round 1,XD,Mads VESTERGAARD / Christine BUSCH,23,1807,Ashith SURYA / Amrutha PRAMUTHESH,44,1589
2025-06-04,Indonesia Open 2025,Round 1,XD,CHEN Tang Jie / TOH Ee Wei,4,2078,Dhruv KAPILA / Tanisha CRASTO,17,1879
2025-06-04,Indonesia Open 2025,Round 1,MD,HUANG Di / LIU Yang,24,1834,LIU Kuan Han / YANG Po Hsuan,20,1888
2025-06-04,Indonesia Open 2025,Round 1,MS,Christo POPOV,20,2160,Toma Junior POPOV,17,2148
2025-06-04,Indonesia Open 2025,Round 1,XD,Dechapol PUAVARANUKROH / Supissara PACHARAMONGKOL,6,2213,Dejan FERDINANSYAH / Siti Fadia Silva RAMADHANTI,30,1904
2025-06-04,Indonesia Open 2025,Round 1,XD,Adnan MAULANA / Indah Cahya Sari JAMIL,32,1799,TANG Chun Man / TSE Ying Suet,3,2171
2025-06-05,Indonesia Open 2025,Round 2,MS,LI Shi Feng,4,2327,LEONG Jun Hao,25,2155
2025-06-05,Indonesia Open 2025,Round 2,WS,GAO Fang jie,14,2229,Tomoka MIYAZAKI,7,2180
2025-06-05,Indonesia Open 2025,Round 2,WD,Rin IWANAGA / Kie NAKANISHI,5,2149,ONG Xin Yee / Carmen TING,47,1659
2025-06-05,Indonesia Open 2025,Round 2,MS,CHOU Tien Chen,7,2139,Christo POPOV,20,2185
2025-06-05,Indonesia Open 2025,Round 2,WS,WANG Zhi Yi,2,2473,Kirsty GILMOUR,28,1952
2025-06-05,Indonesia Open 2025,Round 2,MD,Fajar ALFIAN / Muhammad Shohibul FIKRI,5,2061,CHEN Bo Yang / LIU Yi,13,2031
2025-06-05,Indonesia Open 2025,Round 2,MD,GOH Sze Fei / Nur IZZUDDIN,1,2138,Nur Mohd Azriyn Ayub / TAN Wee Kiong,28,1801
2025-06-05,Indonesia Open 2025,Round 2,MD,HUANG Di / LIU Yang,24,1869,LIANG Wei Keng / WANG Chang,4,2148
2025-06-05,Indonesia Open 2025,Round 2,WD,LIU Sheng Shu / TAN Ning,1,2331,HSIEH Pei Lan / HUNG En-Tzu,13,1918
2025-06-05,Indonesia Open 2025,Round 2,WD,KIM Hye Rin / KONG Hee Yong,7,2192,JIA Yi Fan / ZHANG Shu Xian,8,2183
2025-06-05,Indonesia Open 2025,Round 2,MD,KIM Won Ho / SEO Seung Jae,6,2180,Takumi NOMURA / Yuichi SHIMABUKURO,35,1844
2025-06-05,Indonesia Open 2025,Round 2,MD,Sabar Karyaman GUTAMA / Moh Reza Pahlevi ISFAHANI,8,2030,Dechapol PUAVARANUKROH / Kittinupong KEDREN,14,2031
2025-06-05,Indonesia Open 2025,Round 2,MD,MAN Wei Chong / TEE Kai Wun,7,2113,Junaidi ARIFFIN / YAP Roy King,23,1899
2025-06-05,Indonesia Open 2025,Round 2,MD,Satwiksairaj RANKIREDDY / Chirag SHETTY,22,2171,Rasmus KJÆR / Frederik SØGAARD,16,1969
2025-06-05,Indonesia Open 2025,Round 2,WD,Pearly TAN / THINAAH Muralitharan,4,2116,Lanny Tria MAYASARI / Siti Fadia Silva RAMADHANTI,20,1997
2025-06-05,Indonesia Open 2025,Round 2,WD,LI Yi jing / LUO Xu Min,6,2034,YEUNG .. / YEUNG Pak Hon,14,1836
2025-06-05,Indonesia Open 2025,Round 2,MD,Takuro HOKI / Yugo KOBAYASHI,19,2075,Kim ASTRUP / Anders Skaarup RASMUSSEN,2,2112
2025-06-05,Indonesia Open 2025,Round 2,MS,Anders ANTONSEN,3,2301,Alwi FARHAN,29,2128
2025-06-05,Indonesia Open 2025,Round 2,WD,Febriana Dwipuji KUSUMA / Amallia Cahaya PRATIWI,10,1961,Siti Sarah AZZAHRA / Agnia Sri RAHAYU,46,1724
2025-06-05,Indonesia Open 2025,Round 2,MS,LEE Cheuk Yiu,21,2144,Jonatan CHRISTIE,5,2323
2025-06-05,Indonesia Open 2025,Round 2,MS,Alex LANIER,8,2303,LOH Kean Yew,10,2283
2025-06-05,Indonesia Open 2025,Round 2,MS,WANG Zheng Xing,30,2014,Rasmus GEMKE,28,2068
2025-06-05,Indonesia Open 2025,Round 2,XD,CHEN Tang Jie / TOH Ee Wei,4,2090,Mads VESTERGAARD / Christine BUSCH,23,1821
2025-06-05,Indonesia Open 2025,Round 2,WD,Yuki FUKUSHIMA / Mayu MATSUMOTO,9,2136,Treesa JOLLY / GAYATRI GOPICHAND,12,1948
2025-06-05,Indonesia Open 2025,Round 2,WS,HAN Yue,4,2356,LIN Hsiang Ti,29,1953
2025-06-05,Indonesia Open 2025,Round 2,WD,BAEK Ha Na / LEE So Hee,3,2160,Apriyani RAHAYU / Febi SETIANINGRUM,125,1859
2025-06-05,Indonesia Open 2025,Round 2,XD,CHENG Chi Ya / ZHANG Chi,11,2008,FENG Yan Zhe / WEI Ya Xin,48,2091
2025-06-05,Indonesia Open 2025,Round 2,WS,Pornpawee CHOCHUWONG,8,2291,PUSARLA V. Sindhu,21,2072
2025-06-05,Indonesia Open 2025,Round 2,XD,Jesper TOFT / Amalie MAGELUND,8,2030,Yuichi SHIMABUKURO / Sayaka HIROTA,24,1835
2025-06-05,Indonesia Open 2025,Round 2,MS,SHI Yu Qi,2,2485,Yushi TANAKA,22,2055
2025-06-05,Indonesia Open 2025,Round 2,WS,Putri Kusuma WARDANI,12,2175,Supanida KATETHONG,9,2121
2025-06-05,Indonesia Open 2025,Round 2,XD,GOH Soon Huat / LAI Shevon Jemie,5,2038,Amri SYAHNAWI / Nita Violina MARWAH,25,1904
2025-06-05,Indonesia Open 2025,Round 2,MS,Kunlavut VITIDSARN,1,2495,LEE Chia Hao,19,2131
2025-06-05,Indonesia Open 2025,Round 2,XD,Hiroki MIDORIKAWA / Natsu SAITO,9,2032,Jafar HIDAYATULLAH / Felisha Alberta SI,15,1987
2025-06-05,Indonesia Open 2025,Round 2,XD,Thom GICQUEL / Delphine DELRUE,10,2022,Ruttanapon KETSAOPAR / Jhenicha SUDJAIPRAPARAT,18,1871
2025-06-05,Indonesia Open 2025,Round 2,WS,CHEN Yu Fei,5,2657,Natsuki NIDAIRA,17,2094
2025-06-05,Indonesia Open 2025,Round 2,WS,AN Se Young,1,2700,KIM Ga Eun,22,2193
2025-06-05,Indonesia Open 2025,Round 2,XD,Dechapol PUAVARANUKROH / Supissara PACHARAMONGKOL,6,2220,Sathish Kumar KARUNAKARAN / Aadya VARIYATH,37,1731
2025-06-05,Indonesia Open 2025,Round 2,XD,Adnan MAULANA / Indah Cahya Sari JAMIL,32,1857,HEE Yong KWON / JIN Yu Jia,27,1695
2025-06-05,Indonesia Open 2025,Round 2,WS,Akane YAMAGUCHI,3,2379,SUNG Shuo Yun,20,1920
2025-06-06,Indonesia Open 2025,Quarter final,MD,KIM Won Ho / SEO Seung Jae,6,2187,Takuro HOKI / Yugo KOBAYASHI,19,2104
2025-06-06,Indonesia Open 2025,Quarter final,MS,SHI Yu Qi,2,2489,WANG Zheng Xing,30,2045
2025-06-06,Indonesia Open 2025,Quarter final,MS,Anders ANTONSEN,3,2315,LEE Cheuk Yiu,21,2182
2025-06-06,Indonesia Open 2025,Quarter final,MD,Sabar Karyaman GUTAMA / Moh Reza Pahlevi ISFAHANI,8,2056,GOH Sze Fei / Nur IZZUDDIN,1,2145
2025-06-06,Indonesia Open 2025,Quarter final,MD,Fajar ALFIAN / Muhammad Shohibul FIKRI,5,2085,HUANG Di / LIU Yang,24,1918
2025-06-06,Indonesia Open 2025,Quarter final,MS,Kunlavut VITIDSARN,1,2500,Alex LANIER,8,2327
2025-06-06,Indonesia Open 2025,Quarter final,MS,CHOU Tien Chen,7,2168,LI Shi Feng,4,2340
2025-06-06,Indonesia Open 2025,Quarter final,WD,Pearly TAN / THINAAH Muralitharan,4,2133,Rin IWANAGA / Kie NAKANISHI,5,2152
2025-06-06,Indonesia Open 2025,Quarter final,MD,MAN Wei Chong / TEE Kai Wun,7,2125,Satwiksairaj RANKIREDDY / Chirag SHETTY,22,2183
2025-06-06,Indonesia Open 2025,Quarter final,WS,WANG Zhi Yi,2,2475,GAO Fang jie,14,2251
2025-06-06,Indonesia Open 2025,Quarter final,WD,LIU Sheng Shu / TAN Ning,1,2335,KIM Hye Rin / KONG Hee Yong,7,2216
2025-06-06,Indonesia Open 2025,Quarter final,WD,LI Yi jing / LUO Xu Min,6,2047,Yuki FUKUSHIMA / Mayu MATSUMOTO,9,2149
2025-06-06,Indonesia Open 2025,Quarter final,WD,BAEK Ha Na / LEE So Hee,3,2168,Febriana Dwipuji KUSUMA / Amallia Cahaya PRATIWI,10,1972
2025-06-06,Indonesia Open 2025,Quarter final,WS,HAN Yue,4,2361,CHEN Yu Fei,5,2659
2025-06-06,Indonesia Open 2025,Quarter final,XD,CHENG Chi Ya / ZHANG Chi,11,2041,Hiroki MIDORIKAWA / Natsu SAITO,9,2055
2025-06-06,Indonesia Open 2025,Quarter final,XD,Thom GICQUEL / Delphine DELRUE,10,2038,Adnan MAULANA / Indah Cahya Sari JAMIL,32,1874
2025-06-06,Indonesia Open 2025,Quarter final,WS,Akane YAMAGUCHI,3,2382,Putri Kusuma WARDANI,12,2197
2025-06-06,Indonesia Open 2025,Quarter final,XD,Dechapol PUAVARANUKROH / Supissara PACHARAMONGKOL,6,2223,GOH Soon Huat / LAI Shevon Jemie,5,2055
2025-06-06,Indonesia Open 2025,Quarter final,WS,AN Se Young,1,2703,Pornpawee CHOCHUWONG,8,2302
2025-06-06,Indonesia Open 2025,Quarter final,XD,CHEN Tang Jie / TOH Ee Wei,4,2099,Jesper TOFT / Amalie MAGELUND,8,2043
2025-06-07,Indonesia Open 2025,Semi final,MD,KIM Won Ho / SEO Seung Jae,6,2207,Fajar ALFIAN / Muhammad Shohibul FIKRI,5,2099
2025-06-07,Indonesia Open 2025,Semi final,MD,Sabar Karyaman GUTAMA / Moh Reza Pahlevi ISFAHANI,8,2090,MAN Wei Chong / TEE Kai Wun,7,2156
2025-06-07,Indonesia Open 2025,Semi final,MS,Anders ANTONSEN,3,2331,SHI Yu Qi,2,2492
2025-06-07,Indonesia Open 2025,Semi final,WD,LIU Sheng Shu / TAN Ning,1,2353,BAEK Ha Na / LEE So Hee,3,2181
2025-06-07,Indonesia Open 2025,Semi final,MS,CHOU Tien Chen,7,2206,Kunlavut VITIDSARN,1,2515
2025-06-07,Indonesia Open 2025,Semi final,WD,Pearly TAN / THINAAH Muralitharan,4,2161,LI Yi jing / LUO Xu Min,6,2082
2025-06-07,Indonesia Open 2025,Semi final,WS,WANG Zhi Yi,2,2487,HAN Yue,4,2361
2025-06-07,Indonesia Open 2025,Semi final,XD,Thom GICQUEL / Delphine DELRUE,10,2053,CHENG Chi Ya / ZHANG Chi,11,2069
2025-06-07,Indonesia Open 2025,Semi final,WS,AN Se Young,1,2708,Akane YAMAGUCHI,3,2396
2025-06-07,Indonesia Open 2025,Semi final,XD,Dechapol PUAVARANUKROH / Supissara PACHARAMONGKOL,6,2237,CHEN Tang Jie / TOH Ee Wei,4,2122
2025-06-08,Indonesia Open 2025,Final,MD,KIM Won Ho / SEO Seung Jae,6,2226,Sabar Karyaman GUTAMA / Moh Reza Pahlevi ISFAHANI,8,2123
2025-06-08,Indonesia Open 2025,Final,MS,Anders ANTONSEN,3,2370,CHOU Tien Chen,7,2253
2025-06-08,Indonesia Open 2025,Final,WD,LIU Sheng Shu / TAN Ning,1,2368,Pearly TAN / THINAAH Muralitharan,4,2182
2025-06-08,Indonesia Open 2025,Final,WS,AN Se Young,1,2715,WANG Zhi Yi,2,2504
2025-06-08,Indonesia Open 2025,Final,XD,Thom GICQUEL / Delphine DELRUE,10,2082,Dechapol PUAVARANUKROH / Supissara PACHARAMONGKOL,6,2256
2025-07-22,China Open 2025,Round 1,WD,Mizuki OTAKE / Miyu TAKAHASHI,26,1879,Annie LADDHA / Estelle VAN ZANDT,,1508
2025-07-22,China Open 2025,Round 1,MS,Nhat NGUYEN,34,2028,Rasmus GEMKE,30,2021
2025-07-22,China Open 2025,Round 1,MD,Sabar Karyaman GUTAMA / Moh Reza Pahlevi ISFAHANI,8,2062,CHEN Zhi Xian / Presley SHIN Jian Da,30,1800
2025-07-22,China Open 2025,Round 1,MD,Fajar ALFIAN / Muhammad Shohibul FIKRI,86,1930,CHOONG Hon Jian / Muhammad Shohibul FIKRI,53,1797
2025-07-22,China Open 2025,Round 1,MD,Daniel LUNDGAARD / Mads VESTERGAARD,26,1836,CHIU Hsiang Chieh / WANG Chang,18,1885
2025-07-22,China Open 2025,Round 1,WD,Lauren LAM / Allison Qu..,28,1832,Kavipriya .. / Simran SINGHI,58,1517
2025-07-22,China Open 2025,Round 1,MS,LEONG Jun Hao,26,2128,Kenta NISHIMOTO,13,2147
2025-07-22,China Open 2025,Round 1,MD,HUANG Di / LIU Yang,17,1925,LIU Kuan Han / YANG Po Hsuan,23,1945
2025-07-22,China Open 2025,Round 1,WD,HSIEH Pei Lan / HUNG En-Tzu,12,1915,Amrutha PRAMUTHESH / Sonali SINGH,102,1539
2025-07-22,China Open 2025,Round 1,WD,BAEK Ha Na / LEE So Hee,4,2152,FAN Ka Yan / YAU Mau Ying,57,1706
2025-07-22,China Open 2025,Round 1,WD,LI Yi jing / LUO Xu Min,5,2020,Francesca CORBETT / Jennie GAI,92,1684
2025-07-22,China Open 2025,Round 1,WS,Gregoria Mariska TUNJUNG,8,2197,Kaoru SUGIYAMA,36,1800
2025-07-22,China Open 2025,Round 1,MD,LIANG Wei Keng / WANG Chang,6,2102,LEE Jhe-Huei / YANG Po Hsuan,21,1873
2025-07-22,China Open 2025,Round 1,WD,LUI Lok Lok / TSANG Hiu Yan,27,1726,Polina BUHROVA / Yevheniia KANTEMYR,21,1569
2025-07-22,China Open 2025,Round 1,MS,NG Ka Long Angus,20,2063,LEE Cheuk Yiu,15,2149
2025-07-22,China Open 2025,Round 1,MS,LI Shi Feng,5,2302,Lakshya SEN,19,2120
2025-07-22,China Open 2025,Round 1,MS,CHOU Tien Chen,6,2195,WANG Tzu Wei,24,2108
2025-07-22,China Open 2025,Round 1,WS,HAN Qian Xi,34,1922,Ratchanok INTANON,9,2183
2025-07-22,China Open 2025,Round 1,MD,Takuro HOKI / Yugo KOBAYASHI,16,2080,CHEN Bo Yang / LIU Yi,11,1987
2025-07-22,China Open 2025,Round 1,XD,FENG Yan Zhe / HUANG Dong Ping,1,2395,Yuichi SHIMABUKURO / Sayaka HIROTA,21,1876
2025-07-22,China Open 2025,Round 1,WS,CHEN Yu Fei,5,2637,KIM Ga Eun,17,2193
2025-07-22,China Open 2025,Round 1,XD,WONG Tien Ci / LIM Chiew Sien,34,1617,Rohan KAPOOR / GADDE Ruthvika Shivani,33,1683
2025-07-22,China Open 2025,Round 1,WS,GAO Fang jie,12,2232,Julie Dawall JAKOBSEN,30,1914
2025-07-22,China Open 2025,Round 1,MS,PRANNOY H. S.,35,1984,Koki WATANABE,18,2225
2025-07-22,China Open 2025,Round 1,MS,Kunlavut VITIDSARN,1,2427,Alwi FARHAN,25,2127
2025-07-22,China Open 2025,Round 1,XD,Hiroki MIDORIKAWA / Natsu SAITO,8,2047,YE Hong / Nicole Gonzales CHAN,17,1933
2025-07-22,China Open 2025,Round 1,XD,GAO Jia Xuan / WU Meng Ying,39,1888,HOO Pang Ron / CHENG Su Yin,13,1847
2025-07-22,China Open 2025,Round 1,WS,HAN Yue,3,2326,Natsuki NIDAIRA,24,2073
2025-07-22,China Open 2025,Round 1,XD,Rehan Naufal KUSHARJANTO / Gloria Emanuelle WIDJAJA,16,1910,Ashith SURYA / Amrutha PRAMUTHESH,41,1564
2025-07-22,China Open 2025,Round 1,WS,LIN Hsiang Ti,22,1965,Anupama UPADHYAYA,38,1798
2025-07-22,China Open 2025,Round 1,XD,GUO Xin Wa / CHEN Fang Hui,9,2007,Jesper TOFT / Amalie MAGELUND,10,1985
2025-07-22,China Open 2025,Round 1,WS,SIM Yu Jin,14,2203,Putri Kusuma WARDANI,10,2216
2025-07-22,China Open 2025,Round 1,XD,CHEN Tang Jie / TOH Ee Wei,4,2120,Presley SHIN Jian Da / Jennie GAI,29,1791
2025-07-23,China Open 2025,Round 1,MD,MAN Wei Chong / TEE Kai Wun,7,2128,Junaidi ARIFFIN / YAP Roy King,24,1875
2025-07-23,China Open 2025,Round 1,MD,Nur Mohd Azriyn Ayub / TAN Wee Kiong,25,1862,LEE Fang Jen / LEE Fang Chih,22,1869
